ID_Commessa;Data\Ora;Tipologia;Periferica;Valore;Codice;Descrizione;Encoder
3;15/05/2025 23:59;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66998965
3;15/05/2025 23:58;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50916280
3;15/05/2025 23:58;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50916273
3;15/05/2025 23:58;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60147502
3;15/05/2025 23:58;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60147509
3;15/05/2025 23:58;Silent Warning;7S0201;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;42430060
3;15/05/2025 23:58;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48712637
3;15/05/2025 23:58;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48712638
3;15/05/2025 23:58;Silent Warning;7S0201;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33426398
3;15/05/2025 23:58;Silent Warning;7S0304;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52337072
3;15/05/2025 23:58;Silent Warning;7S0304;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52337073
3;15/05/2025 23:58;Alarm;7S0308;OFF;DB106.DBX8.0;#500 -  Missioni Discesa -  Perdita valore encoder;65924256
3;15/05/2025 23:58;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67014847
3;15/05/2025 23:58;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67014862
3;15/05/2025 23:58;Alarm;7S0308;ON;DB106.DBX8.0;#500 -  Missioni Discesa -  Perdita valore encoder;65924256
3;15/05/2025 23:58;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50765706
3;15/05/2025 23:58;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50765706
3;15/05/2025 23:57;Silent Warning;7S0301;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56710639
3;15/05/2025 23:57;Silent Warning;7S0308;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62971764
3;15/05/2025 23:57;Silent Warning;7S0301;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56710639
3;15/05/2025 23:57;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59834101
3;15/05/2025 23:57;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59834101
3;15/05/2025 23:57;Silent Warning;7S0308;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62971770
3;15/05/2025 23:57;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50698464
3;15/05/2025 23:57;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59298660
3;15/05/2025 23:57;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;55149735
3;15/05/2025 23:57;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50698454
3;15/05/2025 23:57;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;55149735
3;15/05/2025 23:57;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59298650
3;15/05/2025 23:57;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67013447
3;15/05/2025 23:57;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67013438
3;15/05/2025 23:56;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58899097
3;15/05/2025 23:56;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58899097
3;15/05/2025 23:56;Silent Warning;7S0201;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;41362858
3;15/05/2025 23:56;Alarm;7N0101;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra;3029
3;15/05/2025 23:56;Alarm;7N0101;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza;3029
3;15/05/2025 23:56;Alarm;7S0103;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza;9003899
3;15/05/2025 23:56;Alarm;7S0103;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle;9003899
3;15/05/2025 23:56;Alarm;7S0101;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza;9000744
3;15/05/2025 23:56;Alarm;7N0103;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra;217753
3;15/05/2025 23:56;Alarm;7N0103;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza;217753
3;15/05/2025 23:56;Alarm;7S0101;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle;9000744
3;15/05/2025 23:56;Silent Warning;7S0201;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33426206
3;15/05/2025 23:56;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50254039
3;15/05/2025 23:56;Silent Warning;7S0301;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;91081679
3;15/05/2025 23:56;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50254039
3;15/05/2025 23:56;Silent Warning;7S0301;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;91081679
3;15/05/2025 23:56;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60164996
3;15/05/2025 23:56;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60165010
3;15/05/2025 23:56;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48730082
3;15/05/2025 23:56;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48730088
3;15/05/2025 23:56;Silent Warning;7S0308;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;63015321
3;15/05/2025 23:56;Silent Warning;7S0308;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;63015327
3;15/05/2025 23:56;Silent Warning;7S0304;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52354505
3;15/05/2025 23:56;Silent Warning;7S0304;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52354505
3;15/05/2025 23:56;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67032152
3;15/05/2025 23:56;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41512900
3;15/05/2025 23:56;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67032159
3;15/05/2025 23:56;Alarm;7S0102;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza;9002321
3;15/05/2025 23:55;Alarm;7S0102;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle;9002321
3;15/05/2025 23:55;Alarm;7N0102;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra;148330
3;15/05/2025 23:55;Alarm;7N0102;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza;148330
3;15/05/2025 23:55;Silent Warning;7S0201;ON;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41527714
3;15/05/2025 23:55;Silent Warning;7S0405;OFF;DB126.DBX6.1;#401 -  Missioni Salita -  Attivata correzione per aumento velocità;9221285
3;15/05/2025 23:55;Silent Warning;7S0405;ON;DB126.DBX6.1;#401 -  Missioni Salita -  Attivata correzione per aumento velocità;9221285
3;15/05/2025 23:55;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50687714
3;15/05/2025 23:55;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50687702
3;15/05/2025 23:55;Silent Warning;7S0207;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;31948237
3;15/05/2025 23:55;Silent Warning;7S0207;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33413131
3;15/05/2025 23:55;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59823367
3;15/05/2025 23:55;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59823364
3;15/05/2025 23:55;Silent Warning;7S0308;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;79089201
3;15/05/2025 23:55;Silent Warning;7S0308;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;79089210
3;15/05/2025 23:55;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59287996
3;15/05/2025 23:55;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59287990
3;15/05/2025 23:55;Silent Warning;7S0304;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52658034
3;15/05/2025 23:55;Silent Warning;7S0304;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52658034
3;15/05/2025 23:55;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66734129
3;15/05/2025 23:55;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66734122
3;15/05/2025 23:54;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58888258
3;15/05/2025 23:54;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58888258
3;15/05/2025 23:54;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50271355
3;15/05/2025 23:54;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50271355
3;15/05/2025 23:54;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41355753
3;15/05/2025 23:54;Silent Warning;7S0201;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41355753
3;15/05/2025 23:54;Silent Warning;7S0201;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41355753
3;15/05/2025 23:54;Silent Warning;7S0201;ON;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41355789
3;15/05/2025 23:54;Silent Warning;7S0301;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56903804
3;15/05/2025 23:54;Silent Warning;7S0308;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;63031686
3;15/05/2025 23:54;Silent Warning;7S0301;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56903796
3;15/05/2025 23:54;Silent Warning;7S0308;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;63031670
3;15/05/2025 23:54;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60182437
3;15/05/2025 23:54;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60182437
3;15/05/2025 23:54;Silent Warning;7S0201;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;41362926
3;15/05/2025 23:54;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48747543
3;15/05/2025 23:54;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48747550
3;15/05/2025 23:54;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62448943
3;15/05/2025 23:54;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62448937
3;15/05/2025 23:54;Silent Warning;7S0201;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33426233
3;15/05/2025 23:54;Silent Warning;7S0304;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52371945
3;15/05/2025 23:54;Silent Warning;7S0304;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52371950
3;15/05/2025 23:54;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67049506
3;15/05/2025 23:54;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67049515
3;15/05/2025 23:54;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50820087
3;15/05/2025 23:53;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50820095
3;15/05/2025 23:53;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41512854
3;15/05/2025 23:53;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50298186
3;15/05/2025 23:53;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50298173
3;15/05/2025 23:53;Silent Warning;7S0201;ON;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41526743
3;15/05/2025 23:53;Warning;7S0308;OFF;DB116.DBX4.6;#306 -  Missioni Movimento -  Posizionamento fallito;65916289
3;15/05/2025 23:53;Warning;7S0308;ON;DB116.DBX4.6;#306 -  Missioni Movimento -  Posizionamento fallito;65916307
3;15/05/2025 23:53;Alarm;7S0308;OFF;DB106.DBX4.4;#304 -  Missioni Movimento -  Perdita valore encoder;65916456
3;15/05/2025 23:53;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;55183973
3;15/05/2025 23:53;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;55183973
3;15/05/2025 23:53;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59277164
3;15/05/2025 23:53;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59277156
3;15/05/2025 23:53;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66723342
3;15/05/2025 23:53;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66723335
3;15/05/2025 23:53;Alarm;7N0102;ON;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra;148330
3;15/05/2025 23:53;Alarm;7N0102;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza;148330
3;15/05/2025 23:53;Alarm;7S0102;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza;9002320
3;15/05/2025 23:53;Alarm;7S0102;ON;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle;9002320
3;15/05/2025 23:52;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58877463
3;15/05/2025 23:52;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50114572
3;15/05/2025 23:52;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50114572
3;15/05/2025 23:52;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58877454
3;15/05/2025 23:52;Silent Warning;7S0301;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56920376
3;15/05/2025 23:52;Silent Warning;7S0301;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56920385
3;15/05/2025 23:52;Silent Warning;7S0201;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41354808
3;15/05/2025 23:52;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41354808
3;15/05/2025 23:52;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48765337
3;15/05/2025 23:52;Silent Warning;7S0201;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41354807
3;15/05/2025 23:52;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62438061
3;15/05/2025 23:52;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48765343
3;15/05/2025 23:52;Silent Warning;7S0201;ON;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41354848
3;15/05/2025 23:52;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62438055
3;15/05/2025 23:52;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;78774383
3;15/05/2025 23:52;Silent Warning;7S0304;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52915237
3;15/05/2025 23:52;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;78774381
3;15/05/2025 23:52;Silent Warning;7S0304;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;52915243
3;15/05/2025 23:52;Silent Warning;7S0201;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;41363013
3;15/05/2025 23:52;Silent Warning;7S0201;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33426282
3;15/05/2025 23:51;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50837492
3;15/05/2025 23:51;Silent Warning;7S0305;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;78718452
3;15/05/2025 23:51;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;50837499
3;15/05/2025 23:51;Silent Warning;7S0305;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;78718438
3;15/05/2025 23:51;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41512826
3;15/05/2025 23:51;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;54801811
3;15/05/2025 23:51;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;54801811
3;15/05/2025 23:51;Silent Warning;7S0201;ON;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41525815
3;15/05/2025 23:51;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59266295
3;15/05/2025 23:51;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;59266310
3;15/05/2025 23:51;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66712497
3;15/05/2025 23:51;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;66712490
3;15/05/2025 23:51;Alarm;7N0102;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra;103087
3;15/05/2025 23:51;Alarm;7N0102;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza;103087
3;15/05/2025 23:51;Alarm;7S0102;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza;9002322
3;15/05/2025 23:51;Alarm;7S0102;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle;9002322
3;15/05/2025 23:51;Silent Warning;7S0201;OFF;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;41513043
3;15/05/2025 23:51;Silent Warning;7S0201;ON;DB126.DBX8.1;#501 -  Missioni Discesa -  correzione per aumento velocità;33426497
3;15/05/2025 23:50;Silent Warning;7S0309;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58866673
3;15/05/2025 23:50;Silent Warning;7S0309;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;58866664
3;15/05/2025 23:50;Silent Warning;7S0301;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56937008
3;15/05/2025 23:50;Silent Warning;7S0301;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;56937008
3;15/05/2025 23:50;Silent Warning;7S0306;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60230677
3;15/05/2025 23:50;Silent Warning;7S0306;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;60230683
3;15/05/2025 23:50;Silent Warning;7S0307;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67084164
3;15/05/2025 23:50;Silent Warning;7S0307;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;67084150
3;15/05/2025 23:50;Silent Warning;7S0302;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48782753
3;15/05/2025 23:50;Silent Warning;7S0302;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;48782761
3;15/05/2025 23:50;Silent Warning;7S0303;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62427281
3;15/05/2025 23:50;Silent Warning;7S0303;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;62427281
3;15/05/2025 23:50;Alarm;7S0308;ON;DB106.DBX4.4;#304 -  Missioni Movimento -  Perdita valore encoder;65916456
3;15/05/2025 23:50;Silent Warning;7S0201;OFF;DB126.DBX4.1;#301 -  Missioni Movimento -  Attivata correzione per aumento velocità;41353862
3;15/05/2025 23:50;Silent Warning;7S0201;OFF;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41353862
3;15/05/2025 23:50;Silent Warning;7S0201;ON;DB126.DBX4.0;#300 -  Missioni Movimento -  Attivata correzione per tolleranza;41353862
